beta0_deg,Id0_over_Is,Pe_min,J,mu_over_J,sigma,omega_e0,fate,omega_e_final,omega_e_peak,omega_e_min,omega_e_tailmean,ripple,t_end_yr,reached_horizon,beta_final_deg,Id_final_over_Is,eps_beta_max,t_domain_exit_yr,in_domain,omega_e_tailmean_numeric,n_resonance_crossings,nearest_resonance,d_to_resonance,min_d_separatrix,wall_s,omega_e_pred,rel_err_pred,H_drift_rel
105.00,0.8599,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.50263107e-03,5.23598776e-03,4.50263107e-03,4.50263107e-03,0.000000e+00,100.0000,1,82.6247,1.000000,1.033664e-03,NaN,1,NaN,3,SAM 2:1,0.070033,1.843053e-02,2.97,4.50263107e-03,9.631721e-16,0.000000e+00
135.00,0.8599,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.50263107e-03,5.23598776e-03,4.50263107e-03,4.50263107e-03,0.000000e+00,100.0000,1,93.3409,1.000000,1.255524e-03,NaN,1,NaN,3,SAM 2:1,0.070033,1.843053e-02,3.22,4.50263107e-03,5.779033e-16,0.000000e+00
165.00,0.8599,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.50263107e-03,5.23598776e-03,4.50263107e-03,4.50263107e-03,0.000000e+00,100.0000,1,21.3460,1.000000,1.244996e-03,NaN,1,NaN,3,SAM 2:1,0.070033,1.843053e-02,2.59,4.50263107e-03,3.852688e-16,0.000000e+00
15.00,0.8755,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.58411514e-03,5.23598776e-03,4.58411514e-03,4.58411514e-03,0.000000e+00,100.0000,1,37.8775,1.000000,1.212147e-03,NaN,1,NaN,2,SAM 2:1,0.070033,3.686106e-02,2.58,4.58411514e-03,5.676309e-16,0.000000e+00
45.00,0.8755,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.58411514e-03,5.23598776e-03,4.58411514e-03,4.58411514e-03,0.000000e+00,100.0000,1,107.1234,1.000000,1.218177e-03,NaN,1,NaN,2,SAM 2:1,0.070033,3.686106e-02,3.22,4.58411514e-03,7.568411e-16,0.000000e+00
75.00,0.8755,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.58411514e-03,5.23598776e-03,4.58411514e-03,4.58411514e-03,0.000000e+00,100.0000,1,117.5494,1.000000,9.990906e-04,NaN,1,NaN,2,SAM 2:1,0.070033,3.686106e-02,2.38,4.58411514e-03,1.135262e-15,0.000000e+00
105.00,0.8755,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.58411514e-03,5.23598776e-03,4.58411514e-03,4.58411514e-03,0.000000e+00,100.0000,1,101.4332,1.000000,9.951051e-04,NaN,1,NaN,2,SAM 2:1,0.070033,3.686106e-02,3.60,4.58411514e-03,1.135262e-15,0.000000e+00
135.00,0.8755,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.58411514e-03,5.23598776e-03,4.58411514e-03,4.58411514e-03,0.000000e+00,100.0000,1,105.5461,1.000000,1.190821e-03,NaN,1,NaN,2,SAM 2:1,0.070033,3.686106e-02,3.26,4.58411514e-03,7.568411e-16,0.000000e+00
165.00,0.8755,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.58411514e-03,5.23598776e-03,4.58411514e-03,4.58411514e-03,0.000000e+00,100.0000,1,152.9862,1.000000,1.211541e-03,NaN,1,NaN,2,SAM 2:1,0.070033,3.686106e-02,2.95,4.58411514e-03,5.676309e-16,0.000000e+00
15.00,0.8911,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.66559922e-03,5.23598776e-03,4.66559922e-03,4.66559922e-03,0.000000e+00,100.0000,1,118.0669,1.000000,1.182017e-03,NaN,1,NaN,1,SAM 2:1,0.070033,5.529159e-02,3.15,4.66559922e-03,3.718115e-16,0.000000e+00
45.00,0.8911,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.66559922e-03,5.23598776e-03,4.66559922e-03,4.66559922e-03,0.000000e+00,100.0000,1,129.5245,1.000000,1.184457e-03,NaN,1,NaN,1,SAM 2:1,0.070033,5.529159e-02,3.58,4.66559922e-03,5.577173e-16,0.000000e+00
75.00,0.8911,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.66559922e-03,5.23598776e-03,4.66559922e-03,4.66559922e-03,0.000000e+00,100.0000,1,75.0207,1.000000,9.542160e-04,NaN,1,NaN,1,SAM 2:1,0.070033,5.529159e-02,3.52,4.66559922e-03,1.115435e-15,0.000000e+00
105.00,0.8911,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.66559922e-03,5.23598776e-03,4.66559922e-03,4.66559922e-03,0.000000e+00,100.0000,1,105.0207,1.000000,9.472219e-04,NaN,1,NaN,1,SAM 2:1,0.070033,5.529159e-02,2.97,4.66559922e-03,1.115435e-15,0.000000e+00
135.00,0.8911,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.66559922e-03,5.23598776e-03,4.66559922e-03,4.66559922e-03,0.000000e+00,100.0000,1,79.8672,1.000000,1.184400e-03,NaN,1,NaN,1,SAM 2:1,0.070033,5.529159e-02,3.26,4.66559922e-03,5.577173e-16,0.000000e+00
165.00,0.8911,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.66559922e-03,5.23598776e-03,4.66559922e-03,4.66559922e-03,0.000000e+00,100.0000,1,50.2762,1.000000,1.183225e-03,NaN,1,NaN,1,SAM 2:1,0.070033,5.529159e-02,2.97,4.66559922e-03,3.718115e-16,0.000000e+00
15.00,0.9066,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.74708330e-03,5.23598776e-03,4.74708330e-03,4.74708330e-03,0.000000e+00,100.0000,1,103.4987,1.000000,1.129039e-03,NaN,1,NaN,1,SAM 2:1,0.070033,7.372212e-02,2.71,4.74708330e-03,5.481440e-16,0.000000e+00
45.00,0.9066,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.74708330e-03,5.23598776e-03,4.74708330e-03,4.74708330e-03,0.000000e+00,100.0000,1,120.2257,1.000000,1.150930e-03,NaN,1,NaN,1,SAM 2:1,0.070033,7.372212e-02,2.69,4.74708330e-03,9.135733e-16,0.000000e+00
75.00,0.9066,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.74708330e-03,5.23598776e-03,4.74708330e-03,4.74708330e-03,0.000000e+00,100.0000,1,62.4049,1.000000,9.423015e-04,NaN,1,NaN,1,SAM 2:1,0.070033,7.372212e-02,1.99,4.74708330e-03,1.096288e-15,0.000000e+00
105.00,0.9066,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.74708330e-03,5.23598776e-03,4.74708330e-03,4.74708330e-03,0.000000e+00,100.0000,1,80.3243,1.000000,9.335601e-04,NaN,1,NaN,1,SAM 2:1,0.070033,7.372212e-02,2.31,4.74708330e-03,1.096288e-15,0.000000e+00
135.00,0.9066,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.74708330e-03,5.23598776e-03,4.74708330e-03,4.74708330e-03,0.000000e+00,100.0000,1,40.7240,1.000000,1.150232e-03,NaN,1,NaN,1,SAM 2:1,0.070033,7.372212e-02,2.47,4.74708330e-03,7.308587e-16,0.000000e+00
165.00,0.9066,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.74708330e-03,5.23598776e-03,4.74708330e-03,4.74708330e-03,0.000000e+00,100.0000,1,88.3140,1.000000,1.147486e-03,NaN,1,NaN,1,SAM 2:1,0.070033,7.372212e-02,2.84,4.74708330e-03,5.481440e-16,0.000000e+00
15.00,0.9222,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.82856737e-03,5.23598776e-03,4.82856737e-03,4.82856737e-03,0.000000e+00,100.0000,1,21.3874,1.000000,1.118737e-03,NaN,1,NaN,1,SAM 2:1,0.070033,9.215264e-02,2.52,4.82856737e-03,5.388938e-16,0.000000e+00
45.00,0.9222,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.82856737e-03,5.23598776e-03,4.82856737e-03,4.82856737e-03,0.000000e+00,100.0000,1,40.6158,1.000000,1.119705e-03,NaN,1,NaN,1,SAM 2:1,0.070033,9.215264e-02,2.31,4.82856737e-03,8.981564e-16,0.000000e+00
75.00,0.9222,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.82856737e-03,5.23598776e-03,4.82856737e-03,4.82856737e-03,0.000000e+00,100.0000,1,62.6718,1.000000,9.184068e-04,NaN,1,NaN,1,SAM 2:1,0.070033,9.215264e-02,2.19,4.82856737e-03,1.257419e-15,0.000000e+00
105.00,0.9222,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.82856737e-03,5.23598776e-03,4.82856737e-03,4.82856737e-03,0.000000e+00,100.0000,1,83.3983,1.000000,9.147639e-04,NaN,1,NaN,1,SAM 2:1,0.070033,9.215264e-02,2.17,4.82856737e-03,1.257419e-15,0.000000e+00
135.00,0.9222,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.82856737e-03,5.23598776e-03,4.82856737e-03,4.82856737e-03,0.000000e+00,100.0000,1,120.9805,1.000000,1.119617e-03,NaN,1,NaN,1,SAM 2:1,0.070033,9.215264e-02,2.54,4.82856737e-03,8.981564e-16,0.000000e+00
165.00,0.9222,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.82856737e-03,5.23598776e-03,4.82856737e-03,4.82856737e-03,0.000000e+00,100.0000,1,148.4185,1.000000,1.112827e-03,NaN,1,NaN,1,SAM 2:1,0.070033,9.215264e-02,1.97,4.82856737e-03,5.388938e-16,0.000000e+00
15.00,0.9378,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.91005145e-03,5.23598776e-03,4.91005145e-03,4.91005145e-03,0.000000e+00,100.0000,1,120.1699,1.000000,1.080101e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.105832e-01,2.35,4.91005145e-03,3.533005e-16,0.000000e+00
45.00,0.9378,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.91005145e-03,5.23598776e-03,4.91005145e-03,4.91005145e-03,0.000000e+00,100.0000,1,137.7635,1.000000,1.088653e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.105832e-01,2.16,4.91005145e-03,5.299507e-16,0.000000e+00
75.00,0.9378,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.91005145e-03,5.23598776e-03,4.91005145e-03,4.91005145e-03,0.000000e+00,100.0000,1,82.5668,1.000000,8.932236e-04,NaN,1,NaN,0,SAM 2:1,0.070033,1.105832e-01,2.15,4.91005145e-03,1.059901e-15,0.000000e+00
105.00,0.9378,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.91005145e-03,5.23598776e-03,4.91005145e-03,4.91005145e-03,0.000000e+00,100.0000,1,111.3232,1.000000,8.906539e-04,NaN,1,NaN,0,SAM 2:1,0.070033,1.105832e-01,2.12,4.91005145e-03,1.059901e-15,0.000000e+00
135.00,0.9378,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.91005145e-03,5.23598776e-03,4.91005145e-03,4.91005145e-03,0.000000e+00,100.0000,1,65.3400,1.000000,1.089342e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.105832e-01,2.08,4.91005145e-03,5.299507e-16,0.000000e+00
165.00,0.9378,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.91005145e-03,5.23598776e-03,4.91005145e-03,4.91005145e-03,0.000000e+00,100.0000,1,48.2030,1.000000,1.082384e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.105832e-01,1.95,4.91005145e-03,3.533005e-16,0.000000e+00
15.00,0.9533,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.99153553e-03,5.23598776e-03,4.99153553e-03,4.99153553e-03,0.000000e+00,100.0000,1,146.6730,1.000000,1.059716e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.290137e-01,1.79,4.99153553e-03,5.212995e-16,0.000000e+00
45.00,0.9533,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.99153553e-03,5.23598776e-03,4.99153553e-03,4.99153553e-03,0.000000e+00,100.0000,1,43.8283,1.000000,1.061029e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.290137e-01,2.01,4.99153553e-03,6.950661e-16,0.000000e+00
75.00,0.9533,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.99153553e-03,5.23598776e-03,4.99153553e-03,4.99153553e-03,0.000000e+00,100.0000,1,116.4143,1.000000,8.658570e-04,NaN,1,NaN,0,SAM 2:1,0.070033,1.290137e-01,2.27,4.99153553e-03,1.042599e-15,0.000000e+00
105.00,0.9533,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.99153553e-03,5.23598776e-03,4.99153553e-03,4.99153553e-03,0.000000e+00,100.0000,1,92.7135,1.000000,8.710902e-04,NaN,1,NaN,0,SAM 2:1,0.070033,1.290137e-01,2.29,4.99153553e-03,1.042599e-15,0.000000e+00
135.00,0.9533,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.99153553e-03,5.23598776e-03,4.99153553e-03,4.99153553e-03,0.000000e+00,100.0000,1,133.6840,1.000000,1.060153e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.290137e-01,2.23,4.99153553e-03,6.950661e-16,0.000000e+00
165.00,0.9533,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,4.99153553e-03,5.23598776e-03,4.99153553e-03,4.99153553e-03,0.000000e+00,100.0000,1,44.5762,1.000000,1.058775e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.290137e-01,1.81,4.99153553e-03,5.212995e-16,0.000000e+00
15.00,0.9689,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,5.07301960e-03,5.23598776e-03,5.07301960e-03,5.07301960e-03,0.000000e+00,100.0000,1,74.6755,1.000000,1.030769e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.474442e-01,1.81,5.07301960e-03,5.129263e-16,0.000000e+00
45.00,0.9689,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,5.07301960e-03,5.23598776e-03,5.07301960e-03,5.07301960e-03,0.000000e+00,100.0000,1,90.1731,1.000000,1.033437e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.474442e-01,2.07,5.07301960e-03,6.839017e-16,0.000000e+00
75.00,0.9689,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,5.07301960e-03,5.23598776e-03,5.07301960e-03,5.07301960e-03,0.000000e+00,100.0000,1,63.0863,1.000000,8.243437e-04,NaN,1,NaN,0,SAM 2:1,0.070033,1.474442e-01,2.02,5.07301960e-03,1.196828e-15,0.000000e+00
105.00,0.9689,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,5.07301960e-03,5.23598776e-03,5.07301960e-03,5.07301960e-03,0.000000e+00,100.0000,1,85.4867,1.000000,8.422823e-04,NaN,1,NaN,0,SAM 2:1,0.070033,1.474442e-01,2.01,5.07301960e-03,1.196828e-15,0.000000e+00
135.00,0.9689,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,5.07301960e-03,5.23598776e-03,5.07301960e-03,5.07301960e-03,0.000000e+00,100.0000,1,58.3378,1.000000,1.032724e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.474442e-01,2.20,5.07301960e-03,6.839017e-16,0.000000e+00
165.00,0.9689,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,5.07301960e-03,5.23598776e-03,5.07301960e-03,5.07301960e-03,0.000000e+00,100.0000,1,117.0880,1.000000,1.033077e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.474442e-01,1.67,5.07301960e-03,5.129263e-16,0.000000e+00
15.00,0.9844,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,5.15450368e-03,5.23598776e-03,5.15450368e-03,5.15450368e-03,0.000000e+00,100.0000,1,18.6874,1.000000,1.006046e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.658748e-01,1.97,5.15450368e-03,3.365452e-16,0.000000e+00
45.00,0.9844,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,5.15450368e-03,5.23598776e-03,5.15450368e-03,5.15450368e-03,0.000000e+00,100.0000,1,136.2181,1.000000,8.220599e-04,NaN,1,NaN,0,SAM 2:1,0.070033,1.658748e-01,2.10,5.15450368e-03,5.048178e-16,0.000000e+00
75.00,0.9844,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,5.15450368e-03,5.23598776e-03,5.15450368e-03,5.15450368e-03,0.000000e+00,100.0000,1,103.5874,1.000000,8.255088e-04,NaN,1,NaN,0,SAM 2:1,0.070033,1.658748e-01,1.88,5.15450368e-03,1.009636e-15,0.000000e+00
105.00,0.9844,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,5.15450368e-03,5.23598776e-03,5.15450368e-03,5.15450368e-03,0.000000e+00,100.0000,1,73.6354,1.000000,8.273650e-04,NaN,1,NaN,0,SAM 2:1,0.070033,1.658748e-01,2.07,5.15450368e-03,1.009636e-15,0.000000e+00
135.00,0.9844,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,5.15450368e-03,5.23598776e-03,5.15450368e-03,5.15450368e-03,0.000000e+00,100.0000,1,46.3714,1.000000,9.677320e-04,NaN,1,NaN,0,SAM 2:1,0.070033,1.658748e-01,2.03,5.15450368e-03,5.048178e-16,0.000000e+00
165.00,0.9844,20.0,1.8000,1.0e-03,+1,5.23598776e-03,equilibrium,5.15450368e-03,5.23598776e-03,5.15450368e-03,5.15450368e-03,0.000000e+00,100.0000,1,166.2491,1.000000,1.006433e-03,NaN,1,NaN,0,SAM 2:1,0.070033,1.658748e-01,1.97,5.15450368e-03,3.365452e-16,0.000000e+00
15.00,0.3913,60.0,1.8000,1.0e-03,+1,1.74532925e-03,equilibrium,6.82942785e-04,1.74532925e-03,6.82942785e-04,6.82942785e-04,0.000000e+00,100.0000,1,67.7057,1.000000,3.808863e-02,NaN,1,NaN,17,SAM 2:1,0.070033,1.966904e-02,7.16,6.82942785e-04,8.096478e-15,0.000000e+00
45.00,0.3913,60.0,1.8000,1.0e-03,+1,1.74532925e-03,equilibrium,6.82942785e-04,1.74532925e-03,6.82942785e-04,6.82942785e-04,0.000000e+00,100.0000,1,98.4466,1.000000,3.843353e-02,NaN,1,NaN,17,SAM 2:1,0.070033,1.966899e-02,13.56,6.82942785e-04,2.159061e-14,0.000000e+00
75.00,0.3913,60.0,1.8000,1.0e-03,+1,1.74532925e-03,equilibrium,6.82942785e-04,1.74532925e-03,6.82942785e-04,6.82942785e-04,0.000000e+00,100.0000,1,78.1411,1.000000,3.664873e-02,NaN,1,NaN,17,SAM 2:1,0.070033,1.966900e-02,10.94,6.82942785e-04,2.413068e-14,0.000000e+00
105.00,0.3913,60.0,1.8000,1.0e-03,+1,1.74532925e-03,equilibrium,6.82942785e-04,1.74532925e-03,6.82942785e-04,6.82942785e-04,1.587545e-16,100.0000,1,107.9112,1.000000,3.674426e-02,NaN,1,NaN,17,SAM 2:1,0.070033,1.966898e-02,9.77,6.82942785e-04,2.413068e-14,0.000000e+00
135.00,0.3913,60.0,1.8000,1.0e-03,+1,1.74532925e-03,equilibrium,6.82942785e-04,1.74532925e-03,6.82942785e-04,6.82942785e-04,0.000000e+00,100.0000,1,113.9625,1.000000,3.843973e-02,NaN,1,NaN,17,SAM 2:1,0.070033,1.966899e-02,10.01,6.82942785e-04,2.159061e-14,0.000000e+00
165.00,0.3913,60.0,1.8000,1.0e-03,+1,1.74532925e-03,equilibrium,6.82942785e-04,1.74532925e-03,6.82942785e-04,6.82942785e-04,0.000000e+00,100.0000,1,100.5414,1.000000,3.814252e-02,NaN,1,NaN,17,SAM 2:1,0.070033,1.966899e-02,6.38,6.82942785e-04,7.778969e-15,0.000000e+00
15.00,0.4416,60.0,1.8000,1.0e-03,+1,1.74532925e-03,equilibrium,7.70806438e-04,1.74532925e-03,7.70806438e-04,7.70806438e-04,0.000000e+00,100.0000,1,62.3434,1.000000,3.030723e-02,NaN,1,NaN,17,SAM 2:1,0.070033,3.260270e-02,5.69,7.70806438e-04,5.626327e-15,0.000000e+00
45.00,0.4416,60.0,1.8000,1.0e-03,+1,1.74532925e-03,equilibrium,7.70806438e-04,1.74532925e-03,7.70806438e-04,7.70806438e-04,0.000000e+00,100.0000,1,60.1519,1.000000,3.047638e-02,NaN,1,NaN,17,SAM 2:1,0.070033,3.260270e-02,9.03,7.70806438e-04,1.561306e-14,0.000000e+00
75.00,0.4416,60.0,1.8000,1.0e-03,+1,1.74532925e-03,equilibrium,7.70806438e-04,1.74532925e-03,7.70806438e-04,7.70806438e-04,0.000000e+00,100.0000,1,85.9905,1.000000,2.895532e-02,NaN,1,NaN,17,SAM 2:1,0.070033,3.260270e-02,8.30,7.70806438e-04,1.744161e-14,0.000000e+00
105.00,0.4416,60.0,1.8000,1.0e-03,+1,1.74532925e-03,equilibrium,7.70806438e-04,1.74532925e-03,7.70806438e-04,7.70806438e-04,0.000000e+00,100.0000,1,63.2134,1.000000,2.893020e-02,NaN,1,NaN,17,SAM 2:1,0.070033,3.260270e-02,8.44,7.70806438e-04,1.744161e-14,0.000000e+00
135.00,0.4416,60.0,1.8000,1.0e-03,+1,1.74532925e-03,equilibrium,7.70806438e-04,1.74532925e-03,7.70806438e-04,7.70806438e-04,0.000000e+00,100.0000,1,88.0697,1.000000,3.046602e-02,NaN,1,NaN,17,SAM 2:1,0.070033,3.260270e-02,8.55,7.70806438e-04,1.561306e-14,0.000000e+00
165.00,0.4416,60.0,1.8000,1.0e-03,+1,1.74532925e-03,equilibrium,7.70806438e-04,1.74532925e-03,7.70806438e-04,7.70806438e-04,0.000000e+00,100.0000,1,105.9291,1.000000,3.048838e-02,NaN,1,NaN,17,SAM 2:1,0.070033,3.260270e-02,5.94,7.70806438e-04,5.345010e-15,0.000000e+00
15.00,0.4920,60.0,1.8000,1.0e-03,+1,1.74532925e-03,equilibrium,8.58670091e-04,1.74532925e-03,8.58670091e-04,8.58670091e-04,0.000000e+00,100.0000,1,73.3284,1.000000,2.468398e-02,NaN,1,NaN,15,SAM 2:1,0.070033,2.986839e-02,5.91,8.58670091e-04,4.798081e-15,0.000000e+00
45.00,0.4920,60.0,1.8000,1.0e-03,+1,1.74532925e-03,equilibrium,8.58670091e-04,1.74532925e-03,8.58670091e-04,8.58670091e-04,0.000000e+00,100.0000,1,119.4382,1.000000,2.325237e-02,NaN,1,NaN,15,SAM 2:1,0.070033,2.986839e-02,8.44,8.58670091e-04,1.199520e-14,0.000000e+00
75.00,0.4920,60.0,1.8000,1.0e-03,+1,1.74532925e-03,equilibrium,8.58670091e-04,1.74532925e-03,8.58670091e-04,8.58670091e-04,0.000000e+00,100.0000,1,117.4311,1.000000,2.337943e-02,NaN,1,NaN,15,SAM 2:1,0.070033,2.986839e-02,7.83,8.58670091e-04,1.363665e-14,0.000000e+00
105.00,0.4920,60.0,1.8000,1.0e-03,+1,1.74532925e-03,equilibrium,8.58670091e-04,1.74532925e-03,8.58670091e-04,8.58670091e-04,0.000000e+00,100.0000,1,97.3450,1.000000,2.344591e-02,NaN,1,NaN,15,SAM 2:1,0.070033,2.986839e-02,7.83,8.58670091e-04,1.338412e-14,0.000000e+00
135.00,0.4920,60.0,1.8000,1.0e-03,+1,1.74532925e-03,equilibrium,8.58670091e-04,1.74532925e-03,8.58670091e-04,8.58670091e-04,0.000000e+00,100.0000,1,40.8635,1.000000,2.480268e-02,NaN,1,NaN,15,SAM 2:1,0.070033,2.986839e-02,8.37,8.58670091e-04,1.199520e-14,0.000000e+00
165.00,0.4920,60.0,1.8000,1.0e-03,+1,1.74532925e-03,equilibrium,8.58670091e-04,1.74532925e-03,8.58670091e-04,8.58670091e-04,0.000000e+00,100.0000,1,94.8695,1.000000,2.478421e-02,NaN,1,NaN,15,SAM 2:1,0.070033,2.986839e-02,15.74,8.58670091e-04,4.545550e-15,0.000000e+00
15.00,0.5423,60.0,1.8000,1.0e-03,+1,1.74532925e-03,equilibrium,9.46533744e-04,1.74532925e-03,9.46533744e-04,9.46533744e-04,0.000000e+00,100.0000,1,25.2299,1.000000,2.002375e-02,NaN,1,NaN,15,SAM 2:1,0.070033,3.256368e-02,7.59,9.46533744e-04,3.779968e-15,0.000000e+00
45.00,0.5423,60.0,1.8000,1.0e-03,+1,1.74532925e-03,equilibrium,9.46533744e-04,1.74532925e-03,9.46533744e-04,9.46533744e-04,0.000000e+00,100.0000,1,46.6238,1.000000,2.052950e-02,NaN,1,NaN,15,SAM 2:1,0.070033,3.256360e-02,9.90,9.46533744e-04,9.507192e-15,0.000000e+00
75.00,0.5423,60.0,1.8000,1.0e-03,+1,1.74532925e-03,equilibrium,9.46533744e-04,1.74532925e-03,9.46533744e-04,9.46533744e-04,0.000000e+00,100.0000,1,83.5085,1.000000,1.931956e-02,NaN,1,NaN,15,SAM 2:1,0.070033,3.256363e-02,9.93,9.46533744e-04,1.076718e-14,0.000000e+00
105.00,0.5423,60.0,1.8000,1.0e-03,+1,1.74532925e-03,equilibrium,9.46533744e-04,1.74532925e-03,9.46533744e-04,9.46533744e-04,0.000000e+00,100.0000,1,111.9537,1.000000,1.936713e-02,NaN,1,NaN,15,SAM 2:1,0.070033,3.256357e-02,9.00,9.46533744e-04,1.076718e-14,0.000000e+00
135.00,0.5423,60.0,1.8000,1.0e-03,+1,1.74532925e-03,equilibrium,9.46533744e-04,1.74532925e-03,9.46533744e-04,9.46533744e-04,0.000000e+00,100.0000,1,136.4088,1.000000,2.053088e-02,NaN,1,NaN,15,SAM 2:1,0.070033,3.256324e-02,9.12,9.46533744e-04,9.507192e-15,0.000000e+00
165.00,0.5423,60.0,1.8000,1.0e-03,+1,1.74532925e-03,equilibrium,9.46533744e-04,1.74532925e-03,9.46533744e-04,9.46533744e-04,0.000000e+00,100.0000,1,163.5053,1.000000,2.030631e-02,NaN,1,NaN,15,SAM 2:1,0.070033,3.256386e-02,6.46,9.46533744e-04,3.779968e-15,0.000000e+00
15.00,0.5927,60.0,1.8000,1.0e-03,+1,1.74532925e-03,equilibrium,1.03439740e-03,1.74532925e-03,1.03439740e-03,1.03439740e-03,0.000000e+00,100.0000,1,68.6920,1.000000,1.724816e-02,NaN,1,NaN,14,SAM 2:1,0.070033,2.870605e-02,6.08,1.03439740e-03,2.515557e-15,0.000000e+00
45.00,0.5927,60.0,1.8000,1.0e-03,+1,1.74532925e-03,equilibrium,1.03439740e-03,1.74532925e-03,1.03439740e-03,1.03439740e-03,0.000000e+00,100.0000,1,85.7291,1.000000,1.734420e-02,NaN,1,NaN,14,SAM 2:1,0.070033,2.870605e-02,8.49,1.03439740e-03,7.546670e-15,0.000000e+00
75.00,0.5927,60.0,1.8000,1.0e-03,+1,1.74532925e-03,equilibrium,1.03439740e-03,1.74532925e-03,1.03439740e-03,1.03439740e-03,0.000000e+00,100.0000,1,70.9593,1.000000,1.615187e-02,NaN,1,NaN,14,SAM 2:1,0.070033,2.870605e-02,7.81,1.03439740e-03,8.594818e-15,0.000000e+00
105.00,0.5927,60.0,1.8000,1.0e-03,+1,1.74532925e-03,equilibrium,1.03439740e-03,1.74532925e-03,1.03439740e-03,1.03439740e-03,0.000000e+00,100.0000,1,100.5003,1.000000,1.629167e-02,NaN,1,NaN,14,SAM 2:1,0.070033,2.870605e-02,8.18,1.03439740e-03,8.594818e-15,0.000000e+00
